111_010111010010 000_011101011110 000_010110100100 000_110010100000
000_000000011001 111_110010001111 000_001011111001 000_110100110001
111_111100011111 000_110001011011 111_011011111111 111_111011101000

000_111001101111 111_001111100111 111_111001011001 000_011000111011
111_010111111000 000_010100011110 111_011000101000 111_001010000001
000_000110010110 111_111000110001 111_110000101000 000_011101010011
111_000101100100 111_010011011010 000_100111101011 111_100101001010

000_110110110100 000_010011001100 111_111111101000 111_111110011110
111_000100111101 111_000000110010 000_011000111011 111_000001110100
111_111011000111 111_111110011100 000_010101110101 000_001111010111
000_111011001001 000_111000101001 111_011010010001 111_100110010110

000_011001101011 111_110110000100 000_011010000101 111_000000111001
000_000001111111 000_001010010011 000_110110101100 000_100000001011
111_111010011011 000_110000011011 000_111001101111 111_011101111110
000_011110111001 000_100010001000 000_001010110100 111_100010110010

000_111010001001 000_010100010011 111_011011110111 000_000110101101
111_001100011011 000_000100011111 000_011010111100 111_110100100000
000_101010100101 000_111111110111 111_101110010011 000_010010100001
111_010010110100 111_001100011110 000_100000111100 000_110001001010

111_001000000111 111_001100101000 000_001001000011 000_110010011011
000_010111110100 000_100110100000 000_010001110010 000_001010101011
111_111101001011 111_111111011101 111_101100001100 000_100100100011
111_110010111111 111_100001100001 000_001101001101 111_110010100111

000_010110011110 000_111110010101 111_000011111001 000_010001000111
000_001011110000 111_011011101000 000_110100000000 000_001110001010
000_001100101111 000_101010000100 111_010101000100 000_001010110001
000_110011001000 000_110001101101 111_001100101010 000_100001100000

000_011000110100 000_011101001100 000_011111000101 000_100100100010
111_010011110010 111_100111010001 111_101100011101 000_000100100111
000_000101100001 000_111001101010 111_001001001111 111_110110111100
000_010000000100 000_010001111010 111_001100110000 111_010111001011

000_010101010000 111_010011001011 111_111100001011 000_000011111110
000_110000001111 111_000110000001 111_101001110000 111_101010101001
111_000000000110 111_001010111110 111_111011000010 000_111111001101
111_110000010111 111_001110010011 000_010100000111 111_100000001111

111_110011001011 000_010011101010 000_100010100000 000_110011000101
111_101011010011 000_000000010110 000_010110001110 000_000101101000
111_100101111110 111_010011000110 111_111111100011 000_001110010101
000_010010100111 111_110100011110 000_000101000011 000_101011011001

000_001001110010 000_111000011100 111_110100111001 111_011010111110
111_001101001110 111_010010011111 111_011110000100 000_101011010010
000_101001101101 000_000110001100 111_110000110010 000_010001100000
111_111010000010 000_110110110110 111_011001100010 000_000011110000

111_011111001110 000_101100010101 000_111111000100 111_010001000011
000_000010101110 000_111010111110 111_011110000011 000_011100101111
000_101111001010 000_001101011110 000_110110100100 000_001100010111
111_101101110010 000_010101010101 000_000010100111 000_001001000001

111_011010001011 000_110011000101 000_001101101110 000_011111101110
000_100100100101 111_011011011101 111_110101110011 111_000100111110
000_100001011110 000_001111001110 111_011101110001 111_110010001010
000_100110110100 111_001011110011 111_010100110100 000_101101100100

000_010101110110 000_010001110011 111_100111111110 000_010101010101
111_000011000000 111_101011101100 111_100011000100 000_101010110100
000_001001111100 111_000001000110 111_100110101001 111_001011111101
111_010010000101 111_000101010001 111_010000000111 000_110101010001

111_000010011001 111_011111001000 111_001101000001 000_111011100010
000_100101101011 000_101111100111 111_010010001001 000_000101111110
111_001101101110 111_110001111111 111_110010000001 000_000010001010
000_101101111001 111_011110000101 000_010001011100 000_000001100001

000_010101100110 111_101110010000 111_100001100011 000_110111101001
000_110001010011 000_101010101100 000_000111100001 000_010110110100
111_011110000010 000_111101011011 000_000000110010 111_110010100010
111_110101100011 111_110110101010 000_001010110011 000_010001101010

000_100101000100 000_101010110010 000_111100100100 000_101000010010
111_111111100101 000_110010111100 111_010010001011 111_000010010101
000_101010111011 111_101010100100 111_001011010101 111_011100101000
111_110101101010 111_011001110100 000_101011100000 111_010011100001

111_101010000101 111_000000010000 111_001110100110 000_101011110101
000_110101100111 111_000110101101 111_111001100111 111_010001001100
111_011001011101 111_010010100001 000_001001010100 000_100011000100
111_000011001011 111_100000111101 111_011000101001 111_100001001101

111_001011010101 000_001111011010 111_111110110111 000_010101100010
000_111101100000 111_001101000000 000_111110000111 000_010010110110
000_110111101000 111_110111110001 111_100010010000 000_001101100110
111_010001110000 000_111000000110 000_111011101110 000_111010101111

000_011011101000 111_000010010110 111_011011010100 000_111110001010
000_100101011011 111_001001000100 000_000110010001 000_101110011100
111_001111110111 111_100110100101 000_101110100100 111_101101000000
000_000001011111 111_110000011101 000_101011011000 000_110110001001

111_011100101011 111_110101111111 000_100101101101 111_111110011111
111_100000001010 111_101110001011 111_101000100011 000_010110111011
000_100101101010 000_110100010011 111_011001010000 000_011101001110
111_010100111001 111_111000011000 111_011010111011 111_110011011010

111_001001011110 000_011111011010 000_101110011000 111_010001011001
000_001111000101 111_111110110101 000_000101101000 111_101100101100
111_010110011101 000_000000110100 111_011010000010 000_100010010100
111_000101101001 000_110100000000 000_111010110110 111_100011100101

111_111110111011 000_000101011111 111_110011001111 000_010110101101
000_010011100100 111_111101111101 111_111010101101 111_011000000011
111_100111011001 000_100100010101 111_100000010111 111_110100000001
111_110101111010 111_000111100101 111_101011001000 000_100001010101

000_000001000001 111_111100010001 111_111101100100 000_101101110101
111_111101000100 000_010000001011 000_110101111001 000_001001001010
111_110011100100 000_111001010011 111_000010111001 111_010001101101
111_000110101001 000_111110110010 111_100011000001 111_011010111111

111_100001010001 111_101100011001 000_011010000000 111_100000000101
000_110111001011 111_000000001000 000_111111110011 111_111001101001
111_011011111111 111_001111010111 000_100111010011 000_101001000001
000_000000001010 111_011001001011 111_101010000000 000_100011011110

111_111010101101 000_000100010100 000_100101111110 000_000010100110
000_011010101111 111_010010001001 000_011100100000 000_100001010110
111_101111010010 000_011101110011 111_111001011000 111_101100110010
111_001100000100 000_000110110111 111_001111000111 000_100100100110

111_011101000100 111_011011001110 111_011000101111 111_001001101010
000_001100011101 000_101010001011 111_001100100000 111_110100001010
000_101101011110 000_100001101000 111_000000101100 111_101100010110
000_100101000011 000_011110100101 111_011101110111 111_100101000110

111_011011011011 111_001101001111 000_101100110011 111_101111100011
111_000101001110 111_110101111010 111_110011110001 111_111000110111
111_011010111001 000_101110111111 111_111111100111 111_100110000011
111_100000111100 000_010010110000 111_000100101000 000_010011011010

111_011010001011 111_001001110111 000_011011110011 111_010111111011
000_001110101001 111_000101111010 000_011000110000 000_001110001011
111_110010010011 111_101001010001 111_011000111010 111_001110101111
111_011000001001 000_010011101011 000_111001001001 111_010100110010

000_110001001010 111_000101101011 000_010001001101 000_001010011000
111_000010110111 111_110000001010 000_111100110111 000_000000011100
111_110000011101 000_000111100100 000_001101111110 000_000011111000
111_101011000010 000_011001000010 000_101000010111 111_001111010100

111_101010010111 111_011011000100 000_111100011000 111_110010010110
111_001010111110 000_010010000101 111_011111100000 111_001000011010
111_101100100001 000_101110111010 111_000010110001 111_011110000101
000_011010000111 111_010110101111 111_010010100111 111_010101100011

111_110001000100 111_010010010100 111_000100000010 111_000110001011
000_001111000110 111_101110100010 111_111100111011 000_001000101010
111_001000100111 111_000000011001 111_110001110001 111_001100111101
111_010101101001 111_101101101010 111_011101110010 000_000000000001

111_011110001110 111_011110001001 111_100011011010 111_011100000111
111_111110110110 111_011100000000 000_111000101111 111_110111111001
111_001000000100 111_011111001100 111_000001110000 111_001100000101
000_101100000111 000_101101110110 111_100110111001 111_010101001110

111_101010111001 000_100101011101 111_001000110110 111_001110011011
111_111011100110 111_111100010110 111_100101101011 000_010100100101
000_010010111101 000_001110011101 111_101011011001 111_111001011110
000_000000000001 000_100111100101 111_110100100011 111_000110011001

000_010100101000 111_100000110111 000_010010001010 111_111000000011
111_111111100111 111_111110100011 000_101010000100 111_100001000010
000_111010101010 111_100000011011 111_110111100101 111_111111101111
000_000110010010 000_111101100000 111_001101011010 111_111110101000

111_111011010001 000_010010010100 111_001111111010 111_010000111101
000_111110110111 000_110010010110 000_101001000110 111_011001100100
111_001010000010 111_010001101111 000_100011101101 111_011111001100
000_101101010010 111_100101000110 000_110010100000 111_111111000111

000_111101011011 000_011111011101 000_101100001100 111_111000100110
111_110101011111 000_100110101111 000_000001011100 000_110111011001
111_100001101001 111_111001100100 000_100111110100 000_001000100100
000_111010100101 111_111100010000 000_011010011000 111_101010110101

111_110011010010 000_001110000111 000_001110011011 000_100011100000
000_111000001001 111_111110000000 111_001101111001 000_100000110100
111_111001100011 000_110100001110 111_010011010001 111_100010000110
000_011001110010 111_110100001110 000_101110000000 000_100011101010

000_000010101011 000_111010000011 000_111010001011 000_011101101011
111_011110000011 000_001101010000 000_101100000100 000_101001010000
111_111110011101 111_100000100000 000_000010000110 111_110101101011
111_000000011000 111_110111100111 000_010111000001 000_111100001001

000_111110011110 111_000011101010 111_111100100010 111_001000100100
000_100010000101 000_011000010010 000_011000100011 111_010111100010
000_011011101111 111_010011001101 000_010100011100 000_011111111111
111_100110000001 000_100000001101 111_001010101100 000_100101010100

111_010111110111 111_011001001111 111_011110110010 000_011100011110
111_011011111111 111_000001011101 000_111100000111 000_111010101111
111_010001010100 111_010010011111 111_111110010011 111_011001010110
000_110010010101 000_010001110000 000_111000110000 000_110011111111

111_011010001001 000_010110110101 000_110010001100 000_010111101001
000_110100010110 111_010010101111 000_100000000110 111_100010101011
111_111010100001 111_110111010101 111_111100101101 111_101101011001
000_111010011111 000_100100011101 111_101000000000 111_001011111110

111_011111000010 000_101000111011 111_011001110110 111_000011101010
111_010010111011 000_001111011111 111_000011010100 111_010111010000
000_100010100011 111_000001100100 111_000111010110 111_000101001111
000_100100010000 111_100110100000 000_101100110000 111_000100100110

111_101100110011 000_110111111100 111_011011011000 111_100011101010
111_111111100100 000_001101111101 111_100110000010 000_010110100101
000_010010001011 111_101011111010 000_111100100011 000_110000011100
111_000010010010 111_111101010000 111_011010011000 111_111100000011

111_010000001010 000_010011101011 000_000010001111 000_101010000001
111_111110101011 111_001101100111 111_010110101100 000_010011000100
111_011000000011 111_100100000000 000_000100010101 111_110011010101
000_011111101011 000_101000011001 111_010010000000 000_000110100111

000_000010011111 000_011010001111 111_010110100101 111_101110110101
000_110100011010 000_100011001001 111_100110001000 000_101000000100
111_010010001101 111_101010011100 000_000101110110 111_111100101111
111_000000000110 000_010011100010 111_111111100110 000_100110011100

111_111111001001 000_101010000101 000_001000011110 000_001010111111
111_001011101011 111_011011111101 111_001010000001 000_110110110001
111_010100000100 000_011111100100 111_101110100011 111_000010001101
111_011110101101 000_111010101111 111_011011110001 000_101010011011

000_101000001101 000_101011110101 000_101101011110 111_110010010100
111_001010000011 000_111011110001 000_111111101010 111_111000000111
000_011101110100 000_100010010111 111_011111001111 000_101101110010
111_001000111010 000_011011001111 111_010001110001 111_011010100111

111_110101110010 000_100111010010 111_011111110011 000_111101101011
111_010110101110 111_001000000101 000_010101011110 111_110110100011
000_010000111000 111_001011110011 000_011010011001 111_011010000010
111_111011100101 111_111101001001 000_010110111111 111_011101010101

000_110110000001 000_011000101001 000_100011011010 000_000111010111
111_000010100110 000_100100000011 000_100010010101 111_101101000011
111_011001011001 111_010100001100 000_000100111111 111_100010000111
000_111101101010 111_010000011011 000_110001001010 000_111001001110

000_000001110101 000_111111101000 000_011101110001 000_110010100101
111_000010011110 000_111010100110 000_001100111011 111_000101011000
111_010001000110 111_111100101101 111_011110100001 111_010010001001
000_100000011110 111_010101010111 000_100100000111 000_000001101110

111_011001101000 111_001101101110 000_010111101000 000_010111110011
000_010000000011 111_100101011001 111_010011010001 000_110110010111
111_110000100010 111_010101010011 111_000011000001 111_001111100010
111_101011001001 111_111000000011 000_010101001101 111_011101010010

111_100001101000 000_010111110100 111_010011101101 000_100001010010
111_101010100000 000_000010010110 000_101110010100 000_110100001011
000_010011000010 111_000101101001 000_110011110110 111_101100010111
111_100000101001 000_110100101000 000_000110100001 111_100101010010

000_111010110100 000_001111101101 111_101110011111 111_110000001111
111_011000101011 111_010000110100 000_011011110011 000_110011101010
000_010000110011 111_110101001111 000_010111011101 111_011111110000
111_101101101000 111_001111111010 111_011110110100 000_011000111010

000_111000000100 111_001100001010 111_110110110000 111_100101001001
000_010111111100 000_100010110110 111_111001111100 111_101000001001
111_101110001110 000_111100000010 111_101000111000 111_001111100010
000_000110000010 000_101001001101 000_000100110001 000_101111100100

000_010100011001 000_110011010100 111_100001110100 111_000111110110
000_100100001111 000_101010000010 000_000111010110 000_110101001111
111_111100101001 000_111001101001 111_111100100100 111_001101010010
000_110001110001 111_101000000100 000_101101010000 111_101010000011

000_001011101110 000_110101000111 000_001110010111 000_000100110000
000_110111101101 111_111110100011 000_010001010100 111_110101111000
111_100100001101 111_001111111110 000_100000111100 000_011101111000
000_111000010101 111_111000100101 111_101100001111 000_010100010110

000_011111011100 000_110111100110 111_101010001101 111_110100101000
111_110000000011 000_111100100111 000_100111111111 000_010000111000
000_001110000100 111_100110111101 111_101000111011 000_101001001101
111_010010000111 000_110001100000 111_101010001000 000_011111010001

111_100110001111 111_111111001101 111_001000101100 000_001001010010
111_101111111100 000_101001000011 111_110001000110 000_011001111101
000_000001100101 000_000110000000 000_011000110010 111_010011011111
111_111101110111 000_010011111110 111_110110101000 000_011010110111

000_001011011011 111_111110101011 111_101111110110 000_011101111010
000_011000010111 111_111010001000 111_001100000100 000_010111110000
000_111010010100 000_101110101001 000_111000111111 111_110100011001
111_100111000000 111_101011011111 111_100101101001 111_001111100010

111_111001101110 000_001001101011 000_001001000010 111_001100100010
000_101001100111 000_010011001100 111_111110010010 000_011100111010
111_011111101111 000_101110001100 000_000111111101 000_000010111001
000_001100000110 000_111010011111 111_100101110011 000_001110011000

111_111000010111 111_011010001010 111_001000011000 111_100110100010
000_100011110011 000_010000100100 111_011000011000 000_111111110101
000_111111100110 111_100001001101 111_111010101000 111_111111101010
000_011001101010 111_011000101010 111_101111101010 111_110000101011

000_010100110000 111_100001111011 111_001110000010 000_011011101010
111_011100011000 111_111010000000 000_001010111110 000_100111010011
111_000100100001 111_011111111100 000_100011101110 000_101110001110
111_011000000001 111_110000100001 111_011001000000 000_111101111011

000_011110011001 111_110001101110 111_110010111111 000_101111101111
111_001101111100 111_111011101011 000_101100011101 000_000101010110
111_001000111101 111_110100001011 000_111001000000 000_000111000011
000_111100111110 111_101111101000 111_111010100111 111_100010111100

111_101110110100 000_111110001110 000_001110001100 000_001001111011
111_110111000100 111_000010110100 111_001001101010 000_101010001001
000_111110001110 000_000111111101 111_111101000111 000_110000000010
111_101101101000 000_100001111100 000_111100100100 000_110100001101

000_100100011001 111_100001111111 111_000110000001 000_011011010100
000_110000001010 111_111000101100 111_110110000101 000_001100101100
000_010110110110 000_011110010111 111_101000001100 111_011110110010
000_100000101011 000_011001010110 111_000111011001 111_110001000100

000_101111000110 000_110111101101 000_011000111110 111_100100110100
111_110100100010 111_101010001111 000_000100011110 111_000111011111
000_100100010010 000_010000100110 000_110011000100 000_101100110000
000_001010000100 000_011000101111 000_000100001000 111_110010000111

111_100000100001 111_011000011101 000_110100011011 000_011010000111
000_101101010101 000_100010001100 111_011100010100 000_011111101100
111_111001001110 111_101100011111 111_110110101111 000_111111100110
111_101001010011 111_010011111101 000_111011001000 111_011000100000

000_010111101111 111_101111011001 111_001111111010 000_110001110100
111_110101100110 000_111010101110 000_110010000010 111_001111111011
111_000000111001 000_111110110110 111_101000010001 000_000111101110
000_101000001000 000_111001111101 111_011000111011 000_011100100011

000_000110110000 111_100010010001 000_001110111000 111_110000100000
111_000111001110 000_110111101010 000_111010010011 000_011010001101
000_011111101111 111_111000101111 000_001011100110 000_110011110000
111_101101101001 000_110101001100 000_011100101110 000_110000010111

000_111101100011 000_011110001010 000_010010111000 111_000000001110
111_101001100100 111_110110100110 111_010010010101 000_001110101010
111_001111011010 000_110000111111 111_110111011111 000_110111011111
111_100110000111 000_001111110010 111_111010101011 111_100111111101

000_000000111100 111_101111110111 111_101111000010 000_010001101101
000_011000010101 111_110110111101 000_100111010011 111_101110010101
111_000110010001 111_001111100010 111_110000010011 111_110111000011
111_111010011111 000_110111101100 111_000111110001 111_111101111001

000_100000101000 000_000001111101 111_010100000101 000_001100011010
000_100000101110 000_101011011000 000_101100011000 111_001000100110
111_101110110010 111_011110100011 111_001011111000 111_100000001101
111_010101001010 111_011100100111 000_000110010001 111_101110010110

000_111110110001 111_001100010011 111_011111111111 111_001101111011
111_100100111100 000_000111101001 111_000101111010 111_111010010000
111_010101111001 111_111011010000 111_000010001000 000_101000110111
111_010101100111 000_011111100100 000_000001111000 000_110101100110

111_011101100111 000_010001001011 111_001000110001 111_001001001101
000_110011110001 111_110000001000 111_010000001001 000_001101000101
111_010010000011 111_111110001100 000_011110110110 111_000000111101
000_101001011111 000_010000110101 111_000011011000 111_000011100011

000_001101101111 000_110101111111 000_111111000001 000_101010011101
000_011010001110 000_110100111011 000_000111100010 000_110010111100
111_110000110011 111_010111010111 111_011001010110 000_000001011011
111_010001000011 111_011110010100 000_011011000111 111_101101011100

111_001000000110 000_111010010111 000_001110110000 000_011101110010
111_010111011110 000_000001001011 111_001101110010 111_000101011100
111_001010010010 111_100000111011 000_010011001000 111_010111101100
000_010111111110 000_100101110001 111_011010010011 000_100001000100

000_010110110001 111_110001110000 000_000010100100 000_011110001011
000_101010011011 000_011101111001 111_001001110101 111_100010101011
000_110111001001 000_010101001101 000_110001111100 000_101010010001
111_000010111111 111_100010010011 000_110000101011 111_100000101011

000_011010111101 000_000001101100 000_000001110110 111_010011101110
111_011101110001 000_111100110010 111_100100100010 000_010111010101
000_101010110110 000_000010001000 000_110101001001 000_101001100010
000_000010111111 000_011101100100 111_010111011011 111_000101111011

000_000011011100 111_011011011100 000_000000000010 111_001001001001
000_010100010101 000_101111110011 111_000001000000 111_111010100111
000_100000011001 111_100010110100 000_011001111101 000_101110001011
111_111101110001 111_000111000000 111_001000110100 111_000011000000

111_101101011011 000_010111001110 111_000001110001 111_001111100011
111_011101111111 111_101001101100 111_000111001000 000_000011111000
111_001110110011 111_111000000111 111_111111101111 000_100000110001
111_001011001110 000_110001100101 000_100000100000 111_010010010011

000_010110001110 111_111110000011 111_101100010001 000_011001000111
000_100000110001 111_111110111100 000_010101010011 111_011110010101
000_100010111111 000_000110111010 111_001011001001 111_111100111000
111_101010000001 111_010110001011 000_101000011001 111_100010100111

111_010011110010 000_110010001100 000_001011000101 111_110111000001
000_110001111110 000_001101111100 000_111011000000 000_010001110101
111_001001100101 000_110000010101 111_111001101100 111_010000111000
111_111110010110 000_111100100001 000_110000011101 111_000101010010

000_111110000101 111_010111001101 000_110100110111 000_100010110000
000_000001100101 111_100010000110 000_000110001111 111_010101101000
111_111000000101 000_111001000100 000_100001100000 000_011110100100
000_000101011010 000_010000101001 000_110000000110 000_011101100000

000_110101010011 000_110010100111 000_100111110010 000_001000111110
111_100101110011 000_000100110101 111_010011010111 111_100101100010
111_010100101100 000_000110001011 000_000110010010 111_011101000011
000_110111001010 000_001101110100 000_110010011110 000_111100001000

111_111101111001 111_110100111010 111_111110100000 000_000100101101
111_110010111011 000_001100011101 111_001000000111 000_111111100101
000_011011110101 000_000001110100 000_001110101001 111_100100010100
111_010011110011 111_001111110100 000_100001101100 111_000011011010

000_000101011010 000_001111011000 000_110110000010 000_000101101010
000_101111100001 000_010100101000 000_110111101100 111_001011001111
111_101100111110 111_000110011001 000_011110100111 111_001011101110
111_001111111010 000_101000001110 000_101000001011 000_101111110111

000_001000100110 111_101011011010 111_100110011011 000_000111101110
111_011011110110 111_100011010011 000_111010000011 111_011110111110
111_101111110100 000_001001111001 111_010101000010 111_000001100000
111_011011110001 111_100001111100 111_111001000101 000_011100111101

111_101101010110 111_001001100001 000_010000111111 000_001100111110
111_001011000111 111_110011110001 000_001101101011 111_111000110000
000_010011101001 000_111010001001 000_001001110000 111_100101111011
111_101011000110 111_011011000000 000_100000010111 000_000001110000

000_110011111011 111_010101011000 111_000010101110 111_100000011010
000_010110101110 111_001010101011 000_001101001110 000_010000110100
111_101011101000 111_101000010010 000_001110011010 000_110011111011
111_011100011100 111_101010010100 000_111110101001 000_010011110100

111_010000110000 000_011010110101 111_011100011000 000_100010000000
111_011011101011 111_100000011101 000_011110100111 111_001010101011
111_010101001011 000_000001000011 000_001001100100 000_010000011101
111_000101111100 000_011101100010 000_100011110010 000_101011000110

000_001110110011 000_010011001110 111_101000000101 111_010011000000
111_000010100000 111_010111000001 000_101100111000 111_001110100111
000_001101001001 111_000001011010 000_000101000001 111_100011001111
000_111110111110 000_000000110011 111_010110011010 000_100101001011

000_100110100001 000_001100100001 000_011000101110 000_000001000010
111_001101101001 111_111111110011 111_110100011100 000_001010100001
000_010010001000 000_110001011011 111_011100100011 000_100110001001
111_111000011110 111_111101110000 000_110010010100 111_111110101011

000_001110110011 000_101010010100 000_010010111010 111_010110011101
000_111001110100 111_011010111011 111_110110000000 111_110010111110
000_001011001010 000_010100101111 111_111010101010 000_000010011000
000_111111110000 111_010000000001 111_110100100111 000_001100100111

111_001011101000 111_100011101001 111_110101111011 000_000010001001
111_010110110110 111_111111111011 111_010101010001 111_010100001001
111_011101001100 000_100100000001 000_010101000001 000_100011111111
111_101110100001 111_011111011000 111_111000010100 000_001110100001

000_001111110100 111_110010001010 111_000100110010 000_100000110100
111_011001110010 000_011101101011 111_010101010000 111_101101001011
000_110101111010 111_111001100001 111_010001001010 111_000000101110
111_101100001111 111_010010111100 000_100000000001 111_111110100000

000_101000000010 111_010001100001 000_101111001100 111_111111000111
111_101010111110 111_010111110100 000_100000101010 111_011111101001
000_010111100111 111_111111110010 111_000101000110 111_000010001100
000_001010000110 000_110011100000 111_000110110000 000_011011001100

111_001101000011 000_011100100100 000_101001100100 111_100100111001
000_111001100100 000_011100000101 000_011111110101 000_000110110011
111_110011111100 111_001010000010 000_000110001110 000_110111101101
111_000101110111 000_110011011110 111_111000110001 111_001100110001

000_000110010100 111_110001111100 111_010101011111 111_110011000111
111_100010000010 000_100101011100 000_110000111110 000_011100110101
111_111110011101 000_000100011110 000_101011010001 111_001011011111
111_001000001000 000_100010111100 111_111011111001 000_100011000010

111_001000111000 000_011001011000 111_001010000111 000_111011010011
000_011011011101 111_011110010010 111_011001000100 000_011111111110
000_011101101001 111_001101101001 111_001110111101 000_110101110100
111_001111100101 000_111001100000 111_110111101110 000_110111010111

000_000001011011 111_100000111010 000_010111001001 111_100101011101
000_111010011000 111_011000011010 000_111011001101 000_011000011100
000_111111101100 111_000010101110 000_011000111110 111_000100011111
000_111000001100 111_101101011000 111_000101100111 000_001100101000

111_011110110111 000_111100100001 000_110101111001 111_110001110010
000_011000111011 111_101101100111 000_101110000000 000_100100000100
000_000000010001 000_100000110010 000_100111001110 000_010011100001
111_011011111000 111_001100101011 000_000100110101 111_000110011001

000_101100100101 000_011110001101 000_101110101101 000_001011000100
000_110010011000 111_000010010011 111_001110000011 000_001001110111
000_000010111010 111_101010100010 111_100010000110 000_101110101001
111_100010101010 000_101000110101 000_100110111111 111_101000110001

000_111010000100 111_010111101100 111_000000001110 000_011100000011
000_111000011100 000_010001000100 111_000010100010 000_000110100011
111_101100011100 000_000101000100 000_100100000101 000_101001000000
000_010100000110 111_000000111011 000_100110110000 111_000100110101

000_100101101101 000_110101001101 111_101001110010 111_011100110011
111_101111100101 000_110010101001 000_110010000110 000_010111111111
111_111011010100 111_011001110001 000_001101101000 111_101010010000
111_110100011110 111_111001111001 111_100001100010 000_010010000001

111_110001100001 111_010001010000 111_001110110010 000_110111000101
000_001111100110 111_000100101111 000_011011010110 111_010011011100
111_011110011100 111_111100000111 000_110111100111 111_100100100010
000_010111010111 000_110001111000 000_111101000100 111_110001100010

000_001111001111 000_110100111101 111_110110011110 111_010001001110
111_110100010010 111_101001101100 111_000101011010 000_100000010010
000_111010110001 111_101001001010 000_111000000100 000_100011100101
000_001010101001 000_000110000001 000_011111101011 111_110110000100

111_111011111000 111_111101100010 000_100101000010 000_100100111101
111_111101110111 000_110001000111 111_100011110011 111_110100011000
000_010000100101 000_100110000011 111_001100000101 111_001000011100
111_000010111011 111_000001100010 111_010011011110 111_011010101001

111_100001001001 111_001001110101 000_011111110010 111_011110111011
000_010111000100 000_101101011101 000_111111001010 000_010000100111
111_011100010001 000_010011010011 111_111001110101 000_010111100011
111_010101001100 111_010010011101 000_010011101001 111_101000110110

111_001110100001 000_010000000110 000_010100100001 111_101000110010
111_011000010010 000_100100110011 000_110000010101 000_001110001001
111_101100001101 111_111110011101 000_100000110011 111_001101110111
000_101010011010 111_010100101001 111_100010011001 000_000010111101

000_100111110011 111_001111001000 111_001011101110 111_011001110110
111_011111011001 000_100101001011 000_100010110001 000_001101010011
111_110100110010 111_100111000100 000_000011101010 111_111010100100
111_011001100001 111_011101010010 000_001100111011 111_110100110101

000_100110010001 111_011100010011 111_100010000011 111_100111110111
000_110011001100 111_111111100011 000_001000011011 000_101100100001
000_110010000010 111_001010111111 000_110010101000 000_111010100111
000_111011000100 000_100010110000 111_010010010110 111_001100010000

111_110011100100 000_001101101110 000_100011011010 111_100001000000
000_100111111110 000_001101101111 000_011101010111 000_000100110101
000_100010000000 111_101011101001 000_011100001001 000_010111010111
000_011101011000 111_101100101111 111_011110101100 000_011110011000

000_010110001000 000_100111111010 111_011000011110 111_100010110010
111_000110111110 000_011111000011 000_010000111011 000_001111101110
000_111101010001 111_010110010000 000_100011110000 000_011100101001
000_100111010010 111_111000110000 111_100101011010 111_110111101000

000_011111011011 111_101111111010 111_100110100010 000_111011000110
000_000010001011 000_100000001011 111_011001100100 000_000100100101
000_111100101000 000_111100010101 000_000001001100 111_111111111000
000_110011111100 111_111110011001 000_101001111000 111_101101001110

111_101010100110 000_010011100001 111_100001010111 000_111100000101
000_110101000000 111_010101011100 111_000011110011 111_010110000101
000_111010100101 000_000011000111 000_111011001000 111_110001110011
000_100011011111 000_101111011110 000_011011101110 000_000000110001

000_110010110111 111_110101000000 000_011010001101 111_110100011010
111_010000001110 000_011111000001 111_000100111000 000_100011111001
000_101110110100 000_001011010011 111_010011101010 000_001001010011
111_101010000100 000_101111101011 000_001111110101 111_011010011010

000_010010100000 111_000110011111 111_010010110100 111_011011010001
111_000001101101 000_110001001011 111_110011101011 111_010111110110
111_100001011001 111_110100000001 000_101000100110 000_000010100011
000_000010110100 000_101110100111 111_000110100000 111_101010011111

000_001101010000 111_001101010110 000_001011011000 000_110101101111
000_011010110111 000_000100110000 111_000110010001 111_000010011111
000_100111111011 000_000001110101 000_001011101001 000_100011011000
000_011101110000 000_110110001010 000_011011010001 111_110111010010

000_011110010001 000_101010001111 000_011110101111 111_010101010000
000_101010000100 111_001001100000 000_011000001110 111_000101101110
111_101100000010 000_001011111001 111_100110010110 111_101110011000
000_100001000100 111_000000011100 111_110000011010 111_100011101000

000_001111001100 111_001101100100 111_110011000100 000_001101001011
111_111000001100 000_001110100100 111_011101011111 000_001000001011
111_010110011010 000_110001011110 111_110110011001 111_111100011010
111_000010110001 111_110100110001 000_111000001110 000_110000101011

000_111001000101 111_100111100011 000_011001000111 000_101100010101
000_110010001010 111_100001111010 111_010001010100 111_000111000000
111_100001011110 000_110010111100 000_101100011111 000_110110001101
000_011001001110 000_011111011011 000_000010110111 111_110110001110

000_101001001100 000_101100101111 111_111100010011 000_001000001101
000_001010010101 000_101011100111 000_100100110101 000_110010000110
111_000010000101 111_110100001101 000_001111100000 000_001000111010
111_101100000011 000_111011111111 000_100011111010 000_000000001011

111_001001101011 111_000110001011 111_000001110100 000_010110000101
000_101011000100 000_010010100101 000_001000011110 000_100000111010
000_110001101001 111_100110111011 111_000110000100 000_010011101110
000_101101111101 000_001000001101 000_100011000011 000_011110110101

